user,session,avg_hold,std_hold,avg_dd,std_dd,avg_ud,std_ud,typing_speed_proxy,stress_level
s002,1,0.1157818181818182,0.022530282651658774,0.54039,0.4939227525073576,0.42045000000000005,0.49208220236957245,0.9288312600693751,0
s002,1,0.1001,0.029165356161034616,0.434,0.36133636530093244,0.33136,0.36303142869760224,1.1554549025951517,0
s002,1,0.11110909090909092,0.02982577591766741,0.39526,0.298385057713463,0.28249,0.30427470939560153,1.2676535157217848,0
s002,1,0.1054,0.023855942655866692,0.46449999999999997,0.4057227049763587,0.35669,0.4105637410250015,1.0792259791277696,0
s002,1,0.0925818181818182,0.02576380477265803,0.39389,0.3118512303789884,0.30023000000000005,0.3149998308641521,1.2711296413565494,0
s002,1,0.10094545454545455,0.03269649411286671,0.37359,0.34835017008751407,0.26846,0.35399146945151716,1.345903254027004,0
s002,1,0.09476363636363637,0.01816090706585289,0.35409,0.35855632580917846,0.25875,0.3662392698466097,1.4132205497684887,0
s002,1,0.09484545454545455,0.02267034907699322,0.33111999999999997,0.34074874027646823,0.23358000000000004,0.33114994186923846,1.516195727084769,0
s002,1,0.08942727272727272,0.018226359532780588,0.31206999999999996,0.28596148944297456,0.22004,0.29413737229018994,1.6089139684448093,0
s002,1,0.10221818181818182,0.023470953034839395,0.31652,0.2547375154502724,0.21273999999999998,0.2651203550591064,1.5835859872794855,0
s002,1,0.09646363636363636,0.02788925501791945,0.32032,0.251277778121699,0.22213000000000002,0.2666749250804557,1.5651567646786804,0
s002,1,0.09137272727272726,0.02404225825121637,0.33855,0.2778106399450292,0.24583000000000005,0.2846060515090211,1.479831245425976,0
s002,1,0.09835454545454544,0.025238595984577415,0.35669999999999996,0.31088926217116813,0.25339999999999996,0.31616883323805195,1.4115231618118826,0
s002,1,0.09031818181818183,0.030697160070007067,0.39087,0.2591521005552959,0.2947,0.2678595361586201,1.2888455107753345,0
s002,1,0.10755454545454546,0.02364353457655448,0.5286299999999999,0.4811797493891677,0.42333,0.48673503412477354,0.9438284771928139,0
s002,1,0.09809090909090909,0.025365427437575524,0.28994,0.22657803757449904,0.18835,0.24076155677811653,1.7349637786880203,0
s002,1,0.10087272727272728,0.025457693961122674,0.32308,0.2843645930452274,0.21982999999999997,0.2869884436310594,1.553319089867982,0
s002,1,0.0935818181818182,0.022410748233016153,0.31492,0.2479311723487432,0.22008,0.2525216901574992,1.5908827953256972,0
s002,1,0.0917090909090909,0.016838494858238046,0.33679000000000003,0.244030045736631,0.24464999999999998,0.24653345164049803,1.4855550033492513,0
s002,1,0.09478181818181818,0.0180402227359763,0.36299000000000003,0.23104496171380437,0.26657000000000003,0.23229680750664178,1.380563671596534,0
s002,1,0.0859,0.026946502555990452,0.29114,0.19662257810898073,0.20541,0.20489354119205963,1.7168855695767877,0
s002,1,0.09173636363636363,0.01680906140908961,0.28555,0.20978757112851085,0.19285000000000002,0.21609694969311036,1.7539663557362672,0
s002,1,0.09095454545454545,0.022177392255915196,0.3154100000000001,0.23019913818740118,0.22235999999999997,0.23567141532226601,1.5905216477225899,0
s002,1,0.09213636363636364,0.02165909844510028,0.32225000000000004,0.23197978479935608,0.22911,0.24209428581076056,1.5540103355814683,0
s002,1,0.09699090909090909,0.03310043669033551,0.35783000000000004,0.2117724515186577,0.26034999999999997,0.21635993287934704,1.3982671656361862,0
s002,1,0.09332727272727272,0.01988673381473644,0.39934,0.32031673630260965,0.30744999999999995,0.32303992959247485,1.2498167882208178,0
s002,1,0.09522727272727273,0.028009930057359692,0.33501000000000003,0.20649569513941715,0.23620000000000002,0.21542297411784517,1.5005163140225979,0
s002,1,0.08783636363636363,0.017370162505127733,0.30313,0.2353344808753891,0.21529999999999996,0.23769781469569953,1.6494400151148687,0
s002,1,0.0967818181818182,0.025594914267557847,0.34302,0.25211872776310945,0.24579999999999996,0.2597959455675422,1.458572561332976,0
s002,1,0.10063636363636365,0.022312251017200066,0.27840999999999994,0.18063282247574927,0.17795,0.18840986792982298,1.795343857312599,0
s002,1,0.08911818181818182,0.022138555426306303,0.30567,0.1972106547155435,0.21342,0.20908174265370735,1.6441738698920376,0
s002,1,0.09546363636363639,0.0224443878387125,0.33794,0.30391230898987215,0.24007999999999993,0.31470698117455226,1.4848170705369097,0
s002,1,0.08982727272727273,0.02089828179105119,0.28972999999999993,0.19224087928083003,0.19683,0.20078214313030926,1.7349446237220556,0
s002,1,0.09142727272727273,0.0270805498802772,0.36863999999999997,0.24092098381926896,0.27347999999999995,0.25043951054984204,1.3632386584740155,0
s002,1,0.0944818181818182,0.016825148925451932,0.28911999999999993,0.22906420642838693,0.19249999999999998,0.23571302702886643,1.7358042770217386,0
s002,1,0.08722727272727272,0.020980376112409944,0.34513999999999995,0.28618281724954925,0.25578999999999996,0.29592884073333875,1.4531561891903675,0
s002,1,0.09344545454545455,0.019501146819423908,0.35143,0.22517255136647737,0.25886000000000003,0.23241569176322363,1.4209885171209737,0
s002,1,0.09210000000000002,0.02074589115945613,0.31416000000000005,0.2848982906231625,0.22119,0.2924700571568538,1.5937524902382658,0
s002,1,0.09187272727272729,0.016822371468321037,0.26304,0.1745336210845604,0.16929000000000002,0.17947936093044237,1.9076589036510856,0
s002,1,0.0922,0.022328815463432,0.32467999999999997,0.2421968519843128,0.23118000000000002,0.25166742957941757,1.5430669999691387,0
s002,1,0.09372727272727274,0.019875416519363358,0.27384000000000003,0.2011948154843404,0.17834,0.205987816252429,1.8318129286025933,0
s002,1,0.09312727272727273,0.018928660328142135,0.29671,0.28019859405627134,0.20229999999999998,0.28229672332494404,1.6887975914675806,0
