avg_hold,hold_variance,avg_pause,kpm,backspace_rate,stress_level
-0.0362316239260361,-0.02524768700423703,-0.2685754058708991,0.5166195251713965,-0.8113825966988705,0
-0.21300527106631262,-0.25186296135197883,-0.3769148156811519,0.7178522273123489,0.008231803232467994,0
-0.6991328007020731,-0.06066737648431585,-0.6580813792363318,0.7178522273123489,0.008231803232467994,1
0.030058493751567588,-0.247096545696779,-0.6193887328755273,0.7178522273123489,0.008231803232467994,0
-0.10252174160363979,-0.26781276921581276,-0.3536992278646692,0.7178522273123489,-0.8304511079728923,0
-0.8096163301647459,-0.3296414330679891,-0.552321479183466,0.7178522273123489,0.008231803232467994,0
-1.958645036576543,-0.33888794258980626,-0.8128519646795501,0.7178522273123489,-0.30647401280067954,0
-0.6770360948095384,-0.3377931828103375,0.8844654556810773,-1.683120059674883,-1.2303893984459955,0
-0.32348880052898543,-0.12439923810683494,-0.43108452058627833,0.7178522273123489,-0.7204221944054455,0
0.030058493751567588,-0.29919026874082766,-0.5729575572425618,0.7178522273123489,-0.7840225739593468,0
0.3836057880321206,-0.1976302461234729,-0.7612617695318107,0.7178522273123489,0.008231803232467994,0
0.5561810610528156,-0.21098126269542586,34.16880847875784,-2.8892727060931023,-1.3941541392299215,1
0.29521896446198237,-0.2914932653683887,0.5052775213451924,-1.3514509433882453,-0.30647401280067954,0
-0.0362316239260361,-0.2916448474916788,-0.35627873762205614,0.7178522273123489,-1.0672247104607027,0
0.8476366117753464,-0.1926617209706085,-0.14733844727371145,-0.02203849100087312,0.008231803232467994,0
0.7150563764201391,-0.2766550597421902,1.8853152415472223,-2.1284699087159766,1.5257652567173412,0
-0.3013920946364509,-0.14612600911453316,-0.43108452058627833,0.7178522273123489,1.1164067895204006,1
4.581979907613688,3.2938618548136804,-0.15765648630325932,0.017167508313620645,-1.1722095355096491,0
0.4940893174947934,-0.26065472450392924,-0.459459127917535,0.7178522273123489,0.008231803232467994,0
0.16263872910677496,5.47730128633858,-0.284052464415221,0.600080092879626,-0.8244382915367272,1
1.0907003765932266,-0.17051388850917773,-0.49557226452095265,0.7178522273123489,0.008231803232467994,1
-1.1410669185527642,-0.2955186128651045,-0.4543001084027611,0.7178522273123489,-0.239166978980201,0
0.6487662587425354,-0.21273793107998862,-0.023521978919136793,-0.4224115040577722,0.008231803232467994,1
4.581979907613688,7.223703182127301,0.2989167407542347,-1.0845086654618603,0.008231803232467994,1
0.22892884678437866,-0.2890847938535615,0.8560908483498206,-1.6631930992622754,-0.47835825202195814,1
-1.0747768008751606,-0.20532724949595946,0.010011647926893841,-0.512573773860468,-1.2239963294029825,0
-0.5665525653468656,-0.316083254260847,-0.28147295465783395,0.5858906790925507,0.008231803232467994,0
0.4277991998171897,-0.2513576876076439,-0.6606608889937189,0.7178522273123489,-0.6523891241330171,1
-0.8759064478423495,-0.29545124303256287,0.010011647926893841,-0.512573773860468,3.355727164010355,1
-0.21300527106631262,-0.30410826651930656,-0.2427803082970294,0.3859489393655832,0.008231803232467994,0
0.007961787859033025,-0.31480322744172395,-0.5806960865147227,0.7178522273123489,-0.8113825966988705,0
1.1348937883782957,-0.08323627039923545,3.1209004153355817,-2.374267179783541,-0.8224937114062705,0
-1.8923549188989395,-0.3381300319733035,-0.3923918742254738,0.7178522273123489,-0.37910994437498224,0
0.030058493751567588,-0.2332015177267831,-0.11896383994245475,-0.12467150362944109,3.339990658828608,0
-0.01413491803350154,-0.23657000935583763,-0.22988275951009454,0.3242568784089355,0.008231803232467994,0
-0.0362316239260361,-0.14134275100117752,0.5955603628537365,-1.4454359262150434,0.008231803232467994,0
-0.0362316239260361,-0.14705234431253456,-0.21440570096577272,0.25318762418687685,1.1164067895204006,1
-0.500262447669262,-0.27844036030563896,-0.6168092231181403,0.7178522273123489,0.008231803232467994,0
0.7150563764201391,-0.2062535846939805,-0.5961731450590445,0.7178522273123489,-0.8277536582167387,0
-0.9200998596274187,-0.32672768780872347,-0.5084698133078875,0.7178522273123489,-0.630283889031988,0
4.581979907613688,6.049186952669024,-0.031260508191297706,-0.40064266790709907,0.008231803232467994,0
-1.052680094982626,-0.30697148440412897,-0.5316854011243702,0.7178522273123489,0.008231803232467994,1
0.5382827292798625,-0.2943901681693933,-0.11380482042768081,-0.1425594809318146,0.48226050769954104,0
0.29521896446198237,-0.19875869081926797,-0.3769148156811519,0.7178522273123489,0.008231803232467994,0
0.4057024939246552,-0.30862204530230763,0.39693811153493963,-1.221707611626564,0.008231803232467994,0
-0.45606903588419284,-0.3233928810959432,-0.3846533449533128,0.7178522273123489,-0.31054079505503135,0
-0.5665525653468656,-0.24192591104611444,-0.29952952295954277,0.6876792011353701,-0.07524024737915586,1
-0.7212295065946076,-0.318508568233736,-0.39497138398286075,0.7178522273123489,-0.35182195547294176,1
0.030058493751567588,-0.31598219951192397,-0.3923918742254738,0.7178522273123489,2.2623808902955345,0
0.2068321408918441,-0.17671191310677373,2.375422095450747,-2.247998185466061,-0.8224937114062705,0
-0.3897789182065891,-0.21300741041029353,4.227510101254593,-2.494313444268594,0.008231803232467994,1
-2.069128566039216,-0.3343067939742412,1.0392360411242956,-1.7816717453853055,-0.37910994437498224,0
1.0907003765932266,-0.29267223743852305,-0.6297067719050752,0.7178522273123489,0.008231803232467994,1
-1.1189702126602297,-0.3207823000834442,0.6471505580014759,-1.4942913618106766,0.008231803232467994,1
0.36150908213958605,0.20965407675107517,-0.21440570096577272,0.25318762418687685,4.113181340517042,1
-2.069128566039216,-0.3401511269507466,-0.40270991325502165,0.7178522273123489,-0.37910994437498224,0
-0.5886492712394003,-0.21501166292959686,-0.31242707174647766,0.7178522273123489,0.008231803232467994,0
-0.32348880052898543,-0.30188506204416365,0.09255596016327694,-0.7091634320323752,-0.30647401280067954,0
-0.25719868285138175,-0.3142305838647792,-0.45687961816014805,0.7178522273123489,-1.2239963294029825,0
0.36150908213958605,-0.2854131379778507,0.1235100772519206,-0.7748950726649773,-0.34517406648820104,0
-0.6549393889170039,-0.2579599312006681,0.26538311390820407,-1.0323796447019413,0.2740441220608606,1
0.07425190553663671,-0.3172959112473018,-0.044158056978232565,-0.36351009793356576,-1.1986577744343658,0
1.2011839060558995,-0.06462535414844311,-0.186031093634516,0.13063871786807085,4.113181340517042,0
-0.5665525653468656,-0.012902165183605832,-0.552321479183466,0.7178522273123489,-0.6152571026070601,0
-0.3013920946364509,-0.3102726062006039,-0.22214423023793362,0.2883303252635932,0.008231803232467994,0
2.8142434362109228,0.5983780107493127,0.9463736898583646,-1.7244981743373002,-0.8071441489040423,0
-0.2351019769588472,-0.3165380006307122,-0.5084698133078875,0.7178522273123489,0.008231803232467994,1
-0.8759064478423495,-0.2550967133158927,-0.5961731450590445,0.7178522273123489,0.008231803232467994,1
1.8640850828319364,-0.021794983084385093,-0.0003063911026540464,-0.485528967533746,-0.2850778776213534,1
-0.43397232999165825,-0.269749651902514,1.3075050558925407,-1.920107431224085,0.008231803232467994,0
-0.10252174160363979,-0.2175380316514648,-0.560060008455627,0.7178522273123489,-0.47835825202195814,1
0.4277991998171897,-0.28686158937835643,0.20089536997352975,-0.9233943066629425,-0.0346563477391157,1
0.8918300235604156,-0.19852289640514928,-0.5058903035505006,0.7178522273123489,1.0187646982892002,0
-1.3620339774781098,-0.26629694798269693,1.075349177727713,-1.802471449547931,-1.1663207880127147,0
-0.500262447669262,-0.07574137652443186,-0.6864559865675885,0.7178522273123489,0.008231803232467994,1
-1.0747768008751606,-0.28206148880686843,-0.6348657914198491,0.7178522273123489,0.008231803232467994,0
-0.9421965655199532,-0.2779350865612051,-0.2685754058708991,0.5166195251713965,0.008231803232467994,0
0.23776752914139263,0.2979220314000147,3.849947258065862,-2.757839004066183,4489.580920679891,1
0.07425190553663671,-0.21435480706195814,-0.6812969670528146,0.7178522273123489,-0.7210547712519492,0
-0.45606903588419284,-0.2323593948194873,0.32987085784287834,-1.1301524994035943,0.008231803232467994,0
-0.25719868285138175,-0.15501882701535366,-0.5187878523374354,0.7178522273123489,0.03760400906573809,0
-1.9807417424690776,-0.3382142442640388,0.2034748797309167,-0.9279931387760758,-1.2124852896266787,0
0.05215519964410215,-0.10698413638436215,-0.7019330451119103,0.7178522273123489,-0.5573004963193382,1
-0.32348880052898543,-0.2755266150464377,-0.4052894230124086,0.7178522273123489,-0.31054079505503135,0
0.030058493751567588,-0.30025134360405287,0.028068216228602644,-0.5584913108894417,-1.1986577744343658,0
0.6487662587425354,0.13815784192340744,0.35566595541674806,-1.1665019236112246,-0.6307002524744414,1
0.11844531732170584,0.02455546173203738,1.003122904520878,-1.7600924003705334,0.008231803232467994,0
