avg_hold,std_hold,avg_dd,std_dd,avg_ud,std_ud,typing_speed_proxy,stress_level
0.1157818181818182,0.022530282651658774,0.54039,0.4939227525073576,0.42045000000000005,0.49208220236957245,8.636188771384381,0
0.1001,0.029165356161034616,0.434,0.36133636530093244,0.33136,0.36303142869760224,9.989012086704626,0
0.11110909090909092,0.02982577591766741,0.39526,0.298385057713463,0.28249,0.30427470939560153,8.999353682780963,0
0.1054,0.023855942655866692,0.46449999999999997,0.4057227049763587,0.35669,0.4105637410250015,9.486765961483732,0
0.0925818181818182,0.02576380477265803,0.39389,0.3118512303789884,0.30023000000000005,0.3149998308641521,10.800090328028197,0
0.10094545454545455,0.03269649411286671,0.37359,0.34835017008751407,0.26846,0.35399146945151716,9.905358799110319,0
0.09476363636363637,0.01816090706585289,0.35409,0.35855632580917846,0.25875,0.3662392698466097,10.551457539975635,0
0.09484545454545455,0.02267034907699322,0.33111999999999997,0.34074874027646823,0.23358000000000004,0.33114994186923846,10.542356312475441,0
0.08942727272727272,0.018226359532780588,0.31206999999999996,0.28596148944297456,0.22004,0.29413737229018994,11.1810207255466,0
0.10221818181818182,0.023470953034839395,0.31652,0.2547375154502724,0.21273999999999998,0.2651203550591064,9.782038398947098,0
0.09646363636363636,0.02788925501791945,0.32032,0.251277778121699,0.22213000000000002,0.2666749250804557,10.3655261446839,0
0.09137272727272726,0.02404225825121637,0.33855,0.2778106399450292,0.24583000000000005,0.2846060515090211,10.942987037534447,0
0.09835454545454544,0.025238595984577415,0.35669999999999996,0.31088926217116813,0.25339999999999996,0.31616883323805195,10.166264637110563,0
0.09031818181818183,0.030697160070007067,0.39087,0.2591521005552959,0.2947,0.2678595361586201,11.070742041646119,0
0.10755454545454546,0.02364353457655448,0.5286299999999999,0.4811797493891677,0.42333,0.48673503412477354,9.29674360426298,0
0.09809090909090909,0.025365427437575524,0.28994,0.22657803757449904,0.18835,0.24076155677811653,10.193585454680246,0
0.10087272727272728,0.025457693961122674,0.32308,0.2843645930452274,0.21982999999999997,0.2869884436310594,9.912499662073875,0
0.0935818181818182,0.022410748233016153,0.31492,0.2479311723487432,0.22008,0.2525216901574992,10.684694660566675,0
0.0917090909090909,0.016838494858238046,0.33679000000000003,0.244030045736631,0.24464999999999998,0.24653345164049803,10.902855556987245,0
0.09478181818181818,0.0180402227359763,0.36299000000000003,0.23104496171380437,0.26657000000000003,0.23229680750664178,10.549433687218883,0
0.0859,0.026946502555990452,0.29114,0.19662257810898073,0.20541,0.20489354119205963,11.640088464672331,0
0.09173636363636363,0.01680906140908961,0.28555,0.20978757112851085,0.19285000000000002,0.21609694969311036,10.899614549994551,0
0.09095454545454545,0.022177392255915196,0.3154100000000001,0.23019913818740118,0.22235999999999997,0.23567141532226601,10.993294090604731,0
0.09213636363636364,0.02165909844510028,0.32225000000000004,0.23197978479935608,0.22911,0.24209428581076056,10.85230019435483,0
0.09699090909090909,0.03310043669033551,0.35783000000000004,0.2117724515186577,0.26034999999999997,0.21635993287934704,10.309181732129971,0
0.09332727272727272,0.01988673381473644,0.39934,0.32031673630260965,0.30744999999999995,0.32303992959247485,10.713833507027303,0
0.09522727272727273,0.028009930057359692,0.33501000000000003,0.20649569513941715,0.23620000000000002,0.21542297411784517,10.50009068260135,0
0.08783636363636363,0.017370162505127733,0.30313,0.2353344808753891,0.21529999999999996,0.23769781469569953,11.38351046765531,0
0.0967818181818182,0.025594914267557847,0.34302,0.25211872776310945,0.24579999999999996,0.2597959455675422,10.331451756816408,0
0.10063636363636365,0.022312251017200066,0.27840999999999994,0.18063282247574927,0.17795,0.18840986792982298,9.935778739240002,0
0.08911818181818182,0.022138555426306303,0.30567,0.1972106547155435,0.21342,0.20908174265370735,11.219795799716445,0
0.09546363636363639,0.0224443878387125,0.33794,0.30391230898987215,0.24007999999999993,0.31470698117455226,10.474095657059062,0
0.08982727272727273,0.02089828179105119,0.28972999999999993,0.19224087928083003,0.19683,0.20078214313030926,11.131237287621053,0
0.09142727272727273,0.0270805498802772,0.36863999999999997,0.24092098381926896,0.27347999999999995,0.25043951054984204,10.936459172209464,0
0.0944818181818182,0.016825148925451932,0.28911999999999993,0.22906420642838693,0.19249999999999998,0.23571302702886643,10.582926852733761,0
0.08722727272727272,0.020980376112409944,0.34513999999999995,0.28618281724954925,0.25578999999999996,0.29592884073333875,11.462990173091153,0
0.09344545454545455,0.019501146819423908,0.35143,0.22517255136647737,0.25886000000000003,0.23241569176322363,10.700285016682717,0
0.09210000000000002,0.02074589115945613,0.31416000000000005,0.2848982906231625,0.22119,0.2924700571568538,10.856584518510475,0
0.09187272727272729,0.016822371468321037,0.26304,0.1745336210845604,0.16929000000000002,0.17947936093044237,10.88343837500371,0
0.0922,0.022328815463432,0.32467999999999997,0.2421968519843128,0.23118000000000002,0.25166742957941757,10.844810758052272,0
0.09372727272727274,0.019875416519363358,0.27384000000000003,0.2011948154843404,0.17834,0.205987816252429,10.668114944089378,0
0.09312727272727273,0.018928660328142135,0.29671,0.28019859405627134,0.20229999999999998,0.28229672332494404,10.736840050365542,0
0.10173636363636364,0.01924210345712093,0.26962,0.1605583230826453,0.16818999999999998,0.1623222751195904,9.82836107611619,0
0.09443636363636364,0.026688846836357423,0.40241000000000005,0.28595487775366085,0.30439,0.2812396583777695,10.588020136489206,0
0.09917272727272727,0.018107848624786482,0.35081,0.22205035690131192,0.24939999999999998,0.22905577195667143,10.08240071126754,0
0.0948909090909091,0.018336000356972866,0.29158000000000006,0.2061404634385658,0.19607000000000002,0.21246397890779825,10.537306855955014,0
0.09963636363636365,0.02246180191913698,0.38156,0.3578034413846053,0.27972,0.36604499662685674,10.035489138863799,0
0.09012727272727274,0.01413407873963428,0.30396000000000006,0.17012193143611895,0.21321000000000004,0.17974001254899008,11.094189670300853,0
0.09581818181818182,0.01810755743781133,0.27492000000000005,0.20378447111266024,0.17865000000000003,0.20507393924035194,10.435343559970022,0
0.10010000000000002,0.020830650493923613,0.37855000000000005,0.37526962529182495,0.27789,0.38023230457766793,9.989012086704623,0
0.10974545454545455,0.02491061475099977,0.42937000000000003,0.4361799196814697,0.31731000000000004,0.44671903536289514,9.111164489650545,0
0.08743636363636363,0.015752858326492546,0.27523,0.23996149251262977,0.18625999999999998,0.2439688286099955,11.435581291389008,0
0.08568181818181818,0.020229523878817227,0.30448,0.27233622927876816,0.2172,0.27919497766893225,11.669725549272766,0
0.09003636363636364,0.022678018993169253,0.28753000000000006,0.2455210697000701,0.19593,0.25582881450949446,11.105390152547677,0
0.08424545454545457,0.014014518445980484,0.22521,0.16111281382242001,0.14051000000000005,0.1666497954794225,11.868667795988388,0
0.08572727272727274,0.01472882146738774,0.26655000000000006,0.2386351806512285,0.18080000000000002,0.2468531772351961,11.663538717646933,0
0.08205454545454546,0.009920218106106705,0.25131000000000003,0.17983300556040568,0.16868,0.18279710549616965,12.18553023673162,0
0.08939999999999998,0.014770985072093193,0.28125,0.24410447330782142,0.19141,0.2491910844222874,11.184431271669839,0
0.08781818181818181,0.016518160804509574,0.25675,0.18095149902667287,0.16795999999999997,0.18383033361106527,11.385867033774623,0
0.08751818181818181,0.025053335833050985,0.32812,0.19241764067892644,0.23763,0.19973434606997367,11.424891723185262,0
0.08913636363636364,0.016060838877672158,0.29259999999999997,0.19486905004814553,0.20320999999999997,0.20182193169006957,11.217507469840202,0
0.08287272727272726,0.02521321442851311,0.28059,0.15141135617178053,0.19724000000000003,0.16334364729340137,12.065240043434866,0
0.08661818181818182,0.019265244259122082,0.29535,0.2099999484126921,0.20664000000000002,0.2175833081833255,11.543587537123129,0
0.08626363636363638,0.015434265303361398,0.34767999999999993,0.3925872777697548,0.26155000000000006,0.39363872960424573,11.591026438077574,0
0.09145454545454546,0.020967992924281698,0.271,0.18181606089672053,0.17747999999999997,0.1817689119000643,10.933198159247,0
0.08839090909090909,0.014426812159687566,0.26482,0.20834254272978217,0.17678000000000002,0.2128192075709124,11.312100862804785,0
